,Class,News
1440,1,race google lots users service social networking creates new business models said martin garner londonbased analyst ccs insight
1441,1,beauty updated version chichi loop shade launched
1442,2,transaction able participate developing industry
1443,1,group s balance sheet eur m goodwill company added
1444,1,check make bid deka showroom fortitude valley
1445,1,tracker g gps collar hunting dogs allowing monitor dog s position movements map application mobile phones
1446,1,ulefos group leading supplier manhole covers nordic countries
1447,2,upgrades include megapixel camera voice control looks optical mouse instead dpad upgrade clickhappy s needed forever
1448,2,upmkymmene world s leading printing paper producers production countries sales network covering companies
1449,1,uponor initiated actions attempt recover cost replacement program supplier clamps insurance company
1450,1,uponor maintains fullyear guidance
1451,1,utah s capital wanted headquarters amer sports corp skiequipment company
1452,1,vaisala oyj stock exchange release klo annual general meeting vaisala oyj decided march approve company s annual accounts
1453,1,pleased invite join mreal s international conference pm eet
1454,2,warmly welcome satama states jussi lansio chairman board
1455,1,veracel preparing appeal issue asked court clarification judgement
1456,1,like changed nokia s attempt
1457,1,completed meter watchtower highest building ireland
1458,1,viking pay eur million new ship completed january
1459,1,basware connectivity services companies gain visibility audit trail traced order goods delivery invoice
1460,1,wwwcountryelementscouk designed patricia burt just selection distinctive hooked rugs created recycled materials dyed natural dyes
1461,1,warmly welcome
1462,1,approval shareholders cencorp accordance finnish law
1463,1,tikkurila interesting growth strategy support
1464,1,assa abloy kaupthing bank gave neutral recommendation share price target crowns euro swedish lock maker assa abloy ab
1465,2,ruukki experience logistics construction competence project management best references terms steel frame production installation says onodi stefan general manager arxikon construction company srl ruukki s customer
1466,1,investment matkavekka reasonable investors capman funds
1467,1,eseries business promise nokia e equipped variety email solutions small stylised package said dave grannan general manager enterprise solutions nokia
1468,1,defences mature attackers develop trojans equipped content filters detect online banking activity capturing account details using methods form grabbing screen shots video captures keylogging injection form fields
1469,2,warmly welcome michael frei outotec
1470,1,nokia just interested bring nokia market
1471,1,aim understand different traffic patterns based use building
1472,1,approach use raw materials produced line principles sustainable development
1473,1,vaalipalveluservice especially developed use communities organizations
1474,1,rapala excited partnering rbff industry leaders holiday promotion
1475,1,small targeted acquisitions played important role executing satama s strategy past couple years
1476,1,social networking locationbased service trends comprise significant share internet traffic today appealing mid users
1477,2,acquisition sampo bank makes strategic sense db says lindsey liddell director fitch ratings s financial institutions group
1478,1,bond gathered subscriptions investors issued considered substantial taking account main target group retail investors citycon cfo eero sihvonen said
1479,2,chf great product
1480,1,flex small price pay happy lenders
1481,1,industry coming interesting fork road handset manufacturers wireless carriers attempt serve portal webbased service wireless handset wrote
1482,2,intel atom processor tremendous success marketplace launch years ago said pankaj kedia director global ecosystem programs intel corp s ultra mobility group
1483,1,tom doring long successful career drives business knows american market
1484,2,significant experience smartphone functionality development mobile internet services uniting smooth user experience
1485,1,new version important introduce bim process based detailed building information model
1486,1,dinner conference program viewed live audio webcast internet pages wwwcityconcom
1487,1,g data subscribers helping maintain growth levels dataonly subscriptions push multiple sim ownership
1488,1,october finnish paints coatings company tikkurila oyj hel tikv announced today launch tikkurila prohouse method protection wooden surfaces treatment ultra pro waterborne products
1489,1,cut bring outdoors birchbranch coasters
1490,1,downloadable instruction sheet instructional video project ideas awardwinning punch tm window wwwfiskarscom
1491,2,new kveyt light variety suomalainen pekoni marketed atria brand available consumers finland
1492,1,plumbing business announced sponsoring professional darts player
1493,2,realignment interests sector clearly way
1494,1,le coq special developed bicentenary company trade mark brewer said
1495,1,estimations indicate different tablet computers reading devices available
1496,2,finnish construction company yit corporation planning build highquality holiday homes near tahko ski spa resort finland
1497,1,piloting instrument developed according experiences gained
1498,1,lifted veil various types customer designs phones result social stereotyping taken fine art
1499,1,noticeable thing search tata airtel brands related broadband connections
1500,1,overall effect abovementioned measures glaston recognize nonrecurring expenses eur million fourth quarter
1501,1,aspo investigated sales opportunities kaukomarkkinat s electronics business
1502,2,press conference lattelecom board chairman nils melngailis explained blackstone chosen experience sector financial strength
1503,1,beginning subscription period share subscription price b option right eur share
1504,1,tikkurila s owner finnish chemicals company kemira oyj hel krav distributed stake kemira shareholders facilitate divestment listing tikkurila
1505,1,based negotiations personnel indicated willingness new location
1506,1,bg crane strong customer base onroad load handling related installation service businesses
1507,1,mr walden mr ignatius responsible newspapers business result
1508,1,capitex kalmar continue responsible maintenance technical development services
1509,1,cathay forest s strategy develop sustainable regenerative forest assets
1510,1,changes asbuilt models design communicated subcontractors accommodate steel grc glass reinforced concrete fabrication process
1511,1,chargers manufactured new platform suitable mobile phones navigators digital cameras bluetooth head sets media players electronic devices
1512,2,com constantly planning new ways serve customers online comprehensive basis says matti leminen president anttila oy
1513,1,currently yit builds housing estate zapadnye vorota square metres city house square metres completed end
1514,1,customers wide range industries use stainless steel services worldwide
1515,1,delivery start immediately june completed
1516,1,demonstrations broad capabilities mobility business suite organized gsm world congress barcelona february th th
1517,1,option right entitles holder subscribe new share subscription price eur subscription period ends december
1518,1,elisa expand use technology provided pilot proves successful
1519,1,elite residence tower new development tameer located heart dubai marina
1520,1,europe needs new large paper machines
1521,1,exel wants serve industrial customers individual products
1522,1,finnish bank pohjola bank plc hel pohs said today issue eur million usd m indexlinked bond pohjola tutkimuksen tahdet viii pohjola research stars viii october
1523,1,finnish diversified holding company aspo oyj said september sell finnish tape business kaukomarkkinat unit local oy telpak ab
1524,2,finnish retailer stockmann won approval board swedish rival lindex public tender offer aim expanding companies presence russia cee countries stockmann said monday
1525,0,finnish software hardware developer elektrobit oyj hel ebgv eb said today temporarily lay people maximum day finland aiming achieve cost savings eur million usd m second half
1526,1,following impact altima hit utility pole causing live electric line fall roadway
1527,1,merisatama far corners world asfaltti osakeyhti¦ lemminkæinen established group master builders helsinki specialist business subcontractor
1528,1,fsecure developer security solutions service internet service providers mobile operators announced results annual online wellbeing survey
1529,1,concrete cooperation carried various projects doctoral theses diploma dissertations
1530,1,furthermore company sell warehouse office buildings loudeac saint marcel lease new joint premises operations morvillars
1531,2,handelsbanken ranked local cooperative banks aktia customer loyalty time
1532,1,resting comfortably looking forward getting work
1533,1,employee leaves company duration cover money invested ensure commitment returned company
1534,1,kemira recorded revenue approximately eur billion staff
1535,1,accordance terms conditions alma media s option program share subscription price option rights eur share book countervalue eur share
1536,1,addition supplying new headbox modern sizing coating unit vaahto group provide erection supervision training startup services
1537,1,finland martela offers comprehensive service cover entire process change initial inventory design removal maintenance
1538,1,finland corresponding service alma media s etuovicom finland s popular best known nationwide online service home property sales
1539,1,penttilæ s vision important reason transaction russia
1540,2,recent months capman taken significant steps simplify operations ceo lennart simonsen said
1541,1,stead based soft drink usual teho energy drink fresh water
1542,1,baltics merger businesses expected completed early
1543,1,years ict sector s share electricity consumption raised increase popularity smartphones
1544,1,video marimekko s design manager noora niiininoski explains brands natural fit timeless style
1545,1,confirmed earnings guidance issued report
1546,2,strong assets electronic media employing increase percent year
1547,1,handpainted resin real trebles cm long cm deep middle hook
1548,1,development worldclass magnetite deposit karara known potential million metric tons annual processing magnetite estimated year life
1549,1,smartphone running maemo replaced meego joint project nokia intel open source community
1550,1,makes wide range mobile devices services software enable people experience music navigation video television imaging games business mobility
1551,1,offers advanced machinery maintenance process development services pulp paper industry northern china
1552,1,operates distinct brands united supermarkets market street united supermercado
1553,1,s area highly valued land built
1554,2,kaido kaare general director atria eesti says company s investments upgrade pig farms surpass eek mn eur mn usd mn past years
1555,1,kaukopartio oy acquired specialized knowledge far eastern operations industrial sourcing services core competence
1556,1,kaupthing bank publish annual results markets open thursday january
1557,1,london afx uk european brokers recommendations issued today collated afx news range market sources
1558,1,london icis tikkurila completed sale powder coatings business finnish industrial coatings firm teknos group finlandbased decorative paints company said wednesday
1559,1,fine print
1560,1,m master business administration mba
1561,1,martela runner providing innovative solutions customer service martela designs supplies interior solutions working environments public spaces
1562,1,special events counties months hosted library branch libraries
1563,1,ms laakso responsible hkscan s hr functions development group smarket areas
1564,1,netcom expects complete turbo g deployment areas year
1565,1,new delhi july sahlberg teppo kallio timo mustonen tuomas m real oyj espoo finland developed novel markings methods producing
1566,1,nokia siemens networks provides mobile fixed network infrastructure communications networks service platforms professional services operators service providers
1567,2,nokia continue invest future development qt benefit users commercial lgpl
1568,1,nokian tyres tyres considered genuine winter tyres russia
1569,1,shares held company group companies number outstanding shares voting rights attached shares amounts
1570,0,hand finnish sawmills production decreased
1571,2,installed elevators doubledeck elevator enables efficient use building s core space
1572,1,opportunities bring baltic meat processing rakvere like processing concentrated vantaa meatpacking unit finland paper wrote
1573,1,outotec s scope delivery covers engineering supply special equipment services calcination plant circulating fluid bed calciners
1574,1,outotec s scope delivery includes design basic engineering supply proprietary equipment sinter plant grate area square meters
1575,1,participants book discussions special events visitors car dealership eligible enter drawing silver fourdoor altima
1576,1,peigs wwwpeigsse sardus latta maltider light meals unit
1577,1,pharmaceuticals belgium brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market belgium
1578,1,pharmaceuticals czech republic brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market czech republic
1579,1,pharmaceuticals italy brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market italy
1580,1,pharmaceuticals netherlands brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market netherlands
1581,1,pharmaceuticals poland brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market poland
1582,1,pharmaceuticals spain brandnew market analysis gives clear overview actual situation future outlook pharmaceutical market spain
1583,1,product coverage baked goods biscuits breakfast cereals data coverage market sizes historic forecasts company shares brand shares distribution data
1584,1,pulkovo park ready stage sq m finished quarter
1585,1,quality chargers chargz brand sold selected retail stores sales locations worldwide
1586,1,rapala vmc corporation rapala leading fishing tackle sporting goods manufacturer distributor main owner peltonen shareholding
1587,1,remote phone management demonstrates sysopen digia s unique endtoend offering operators handset manufacturers enterprise customers
1588,2,renzo piano s building design wonderful addition london s skyline says noud veeger evp area director central north europe kone
1589,1,reporting accordance merged business operations start january
1590,1,rushydro agreement transfer stakes oesk ercs trust management inter rao
1591,1,russia wants utilise huge forest reserves different way far
1592,1,ruukki restructuring commercial industrial construction operations pursuit permanent improvements whilst adjusting operations market conditions
1593,1,s good position technical building services market ostrobothnia
1594,1,s group s loyal customer magazine yhteishyvæ came second readers sanoma corporation s daily newspaper helsingin sanomat readers
1595,1,scopi chief business excellence officer eng
1596,1,seppala transferred sale greater extent year february reflected january sales figures
1597,1,stora enso oyj said friday sell north american unit newpage deal valued euro billion million
1598,1,subjectmatter invention furthermore use cyclone separating partly molten particles
1599,1,taking cue playbook east dillon lions ve created special team heavyhitting style players bootcut jeans tummy tops course cowboy boots
1600,1,tekla s defense business employs persons located espoo finland
1601,1,tekla s software solutions make customers core processes effective building construction energy distribution infrastructure management water supply
1602,2,tekla implement renewal software versions introduced spring
1603,1,tekla organize information meeting analysts media wtc helsinki marski meeting room aleksanterinkatu day pm light lunch served
1604,2,aim convert plants flexible manufacturers new technologically demanding products
1605,1,aim develop opensource application solutions
1606,1,annual general meeting approved dividend eur share total eur million
1607,1,annual general meeting approved yearly remuneration members board directors shall remain eur chairman board eur deputy chairman board eur members board
1608,2,annual thesis contest aimed enhance thesis quality strengthen thesis culture polytechnics
1609,1,board machine wire width m design speed mmin produce close tonnes folding boxboard day
1610,1,board directors proposed dividend eur outstanding share paid
1611,1,change holdings accordance chapter section finnish securities markets act described
1612,1,company appointed leif rosen head special plate unit includes quarto plate units degerfors sweden new castle usa unit willich germany pressplate prefab avesta plate service centre nordic degerfors
1613,1,company designs manufactures markets advanced composite products industrial applications consumer goods crosscountry alpine nordic walking poles floorball sticks antenna radomes
1614,1,company earlier said considering different strategic options struggling lowcost mobile operator including divestment holding
1615,1,company hoped new plant stream end
1616,1,company owned state finland european aeronautic defense space company eads nv tekla international software company provides solutions building construction energy distribution municipalities
1617,1,company pledged new software render emails documents appear desktop computers
1618,2,company s advantage pricing seen significantly lower prices offered new unmanned stations
1619,1,company said offshore segment represented total marine engines orders julyseptember period merchant special vessels cruise ferry ship design respectively
1620,1,company said production volumes far indicate circuit capable targeted output rate tonnes day million tonnes year
1621,1,company said currently french distribution unit ragot located loudeac normandy distribution unit waterqueen line supplier tortue saint marcel midfrance hook manufacturing unit vmc hook distribution unit vmc europe morvillars
1622,1,construction large woodworking facility sheksna district vologda region northwest russia begin plant start production
1623,1,contract consists new building area sq m renovation existing buildings
1624,1,contractor shopping center china state construction engineering corporation previously built airports hotels factories large international customers different parts world
1625,1,contracts awarded date connection total eur million
1626,1,corrected chapter entirety
1627,1,deal approved shareholders carried half
1628,2,deal strengthens ramirent s position especially industrial sector large investment projects
1629,1,deal worth eur mn
1630,1,device offers multimedia performance host productivity applications including live stock prices
1631,1,event viewed live audio webcast wwwahlstromcom
1632,1,event viewed live webcast wwwcargoteccom
1633,1,charging stations available network ready
1634,1,geosolutions team provides intriguing new technology combining gps mobilebased technologies internetbased social networking
1635,1,investment worth approximately eur mn
1636,1,concentrating getting supercalendered line running satisfactorily restarting older newsprint line
1637,1,important export markets norway germany russia france
1638,2,loyal customers bank land index
1639,1,new include mc pdas motorola used poundstretcher operatives shifts integrate realtime company s existing warehouse management aldata gold stock went live
1640,1,nokia music store begins trading tuesday selling singles albums live music streaming
1641,1,number customers important parameters determining price electricity networks
1642,1,order valued eurm
1643,1,order valued usd m
1644,1,order worth eur mn
1645,1,organization member russian auto sector union mpra active tikkurila acquired russian paint company kraski teks
1646,1,outsourced scan capture solutions transfer paper invoices electronic format basware business transactions service allows customer receive send invoices electronic format
1647,1,parties agreed lænnen tehtaat right sell remaining shares suomen rehu hankkijamaatalous months purchase majority holding earliest
1648,2,pipeline strong
1649,1,potential acquirer cencorp corporation related entity sav owing sav cencorp subsidiary finnish savcor group oy
1650,1,prerequisite inclusion program receipt gains key employees acquire aspo shares determined board advance maximum
1651,1,record date dividend distribution march
1652,1,samsung mobile applications store launched january samsung mobile innovator program enables mobile software developers create applications use samsung mobile devices
1653,1,secondquarter net sales expected par quarter
1654,2,service intended allow people thirteen mediterranean countries reach baltic rapidly single carrier
1655,1,solid fuel heated sludge mixed
1656,1,study evaluated safety tolerability pharmacokinetics repeated doses intravenously administered antibody patients active plaque psoriasis
1657,1,year rent contract right prolongation existing terms signed stockmann owner shopping center
1658,2,terms financing approved annual general meeting company held june
1659,1,total donation eur
1660,1,total investment necessary eurm company estimated
1661,1,total project duration years valued eur m
1662,1,total scope project square metres valued total eurm
1663,1,transaction includes billion euro billion cash vendor notes share purchases expected completed quarter finnishswedish paper maker said
1664,1,upgraded factory scheduled come stream summer
1665,1,uranium locally naturally occurring makes sense extract way metals
1666,2,companies ready invest funds deal rostelecom rts rtkm
1667,1,responsible operations customer relationships development
1668,1,allows devices mobile phones millimetres thinner
1669,1,implementation important operator launch fixedtomobile convergence service brazil brazil
1670,2,time finnair awarded agreement uk government
1671,1,organization assume responsibility operations russia
1672,1,pc application allows users copy files data nokia mobile device computer create backup content
1673,1,students universiti sains malaysia won study trip helsinki
1674,1,group s balance sheet eur million goodwill company added
1675,1,group s balance sheet eur m goodwill company added
1676,1,timo penttila appointed new manager responsible asset management nordea s institutional customers finland
1677,1,achieve synergy targets related acquisition vaisala consolidating manufacturing depot data services finance activities currently located uniontown pennsylvania st louis missouri durham north carolina
1678,1,raise consumer awareness encourage people recycle old mobile devices nokia runs regular recycling campaigns world
1679,1,new haven register subscribe newspaper
1680,1,showcase endtoend capabilities mobile world congress arranged internal meego application development competition entice developers create new applications
1681,1,today connecting people new different ways fusing advanced mobile technology personalized services enable people stay close matters
1682,1,generate aspo s goodwill
1683,1,trading new shares right dividends distributions funds start exchange helsinki tomorrow
1684,1,unc charlotte deploy ssh tectia connector enable secure application connectivity
1685,2,upmkymmene generated consecutive quarters positive free cash flow
1686,2,upmkymmene generated seventeen consecutive quarters positive cash flow operations
1687,2,upmkymmene generated thirtyone consecutive quarters positive ebitda
1688,1,upmkymmene wwwupmkymmenecom produces magazine papers newsprint fine specialty papers converting materials wood products
1689,1,wayne greensmith fiskars brands uk senior brand manager said launched want community
1690,2,vdw combined lxe devices enhances productivity enabling workers use single device perform voice scanning keyboard functions
1691,2,choose efficient best overall value option customers bidding stage
1692,1,make available following brandnew market analyses cement uk cement poland cement belgium analyses clear overview actual situation future outlook cement industry european countries
1693,1,make available following brandnew market analyses cement pakistan cement malaysia cement taiwan cement philippines analyses clear overview actual situation future outlook cement industry asian countries
1694,1,serve broad range customers including construction process industries shipyards public sector households
1695,1,went market yield guidance area gave flexibility th
1696,1,vehvilainen currently chief operating officer nokia siemens networks join finnair january ceo effective february
1697,1,new types network elements added network conversion file updated adding information required converting message format new network element type format understood management
1698,2,open year largest facility world produce diesel fuel renewable feedstock palm oil animal fat
1699,1,plant belgian company feed mw electricity distribution grid able deliver mw heat
1700,2,viking line head jan kaarstroem told tt company s ferries equipped handle ice passengers safe
1701,1,yara suomi provides nitrogen chemicals technical nitrates various sectors industry products used environmental protection
1702,1,finnish plumbing heating systems supplier uponor announced companywide cost reduction program august
1703,2,finnish plumbing heating systems supplier uponor corporation omx helsinki unrv said tuesday august board directors authorised management proceed companywide cost reduction program
1704,1,flurry analytics spokesperson said measuring windows phone data weeks firm doublechecked data make sure cent rise aberration
1705,0,net sales finnish sanoma learning literature finnish media group sanoma decreased januaryjune totalling eur mn eur mn corresponding period
1706,0,employing finland abroad unit recorded firstquarter sales mln eur operating loss mln eur
1707,0,jp morgan expects scala lower nobel biocare s growth forecast current guidance pct operating margin target current pct
1708,0,furthermore sales new passenger cars light commercial vehicles country declined yearonyear month
1709,0,services firm tietoenator bucking general trend holding flat eur slipping earlier gains
1710,0,profitability ebit compared q
1711,0,large stocks tacked lower
1712,2,company booked apriljune new orders worth mln eur compared mln eur period year ago
1713,0,sales midstrength beer decreased
1714,0,teliasonera s underlying results included mln skr positive oneoffs adjusted underlying ebitda actually amounts bln skr clearly expectations analysts said
1715,2,aspocomp repaid bearing liability standard chartered bank use rest consideration partially repay bearing liabilities finland improve liquidity
1716,2,eurochem head corporate finance alexander gavrilov said pleased confirmed eurochem able attract longterm funds attractive rates
1717,2,memorandum understanding mou parties collaborate preparing implementing joint projects fields combined power heat generation environmental protection energy efficient technologies
1718,2,honored acknowledged commitment industry especially asia pacific
1719,1,thank jarmo ukonaho warmly contribution wish best future challenges
1720,2,seminar introduced modern clean technologies products financial tools sponsorship programs energy environment projects potential develop clean energy vietnam
1721,2,proving good cellphone design truly work art website nokia provides colorful canvas expression mobileinspired sentiments
1722,2,following year s good profit development entered current year good position
1723,2,helsinki thomson financial kemira growhow swung profit quarter earnings improved sales especially fertilizer business europe normally stronger quarter
1724,2,finnish lifting equipment maker kone oyj said october won order worth mln euro mln deliver total custom designed elevators norwegian shipbuilder aker yards asa
1725,2,company expects net sales operating result improve previous year saying positive operating result depend order intake end summer
1726,2,focus improving profitability year streamlining operations
1727,2,md henning bahr stockmann gruppen praises trend chains stronger decisionmaking processes clear
1728,2,mr lee said hoped neste s pave way collaboration projects countries
1729,2,company enhance gprs capability existing idea telecom service areas add service areas network
1730,2,company make marketing sales investments initiated efficient
1731,2,core solidium s investment strategy proper value enhancing asset management current holdings
1732,2,developers project predict completed april skanssi attract million visitors annually
1733,2,geosolutions technology leverage benefon s gps solutions providing location based search technology communities platform location relevant multimedia content new powerful commercial model
1734,2,stock trading maps day map sek higher day map sek bullish indicator
1735,2,partially offset mln eur gain sale celbi pulp plant portugal
1736,2,measures suominen corporation aims ensure competitiveness flexible packaging business long term
1737,2,abb deutsche bank upgraded recommendation swissswedish engineering group abb buy hold
1738,2,pleased proud performance year chief executive juha rantanen said statement
1739,2,m pleased receive nomination committee s request confidence says jon risfelt
1740,2,design team long admired marimekko s vivid patterns colors
1741,2,overall pleased startup curve pleased quality paper stora spokeswoman patricia dietz said tuesday
1742,2,pleased efforts negotiating teams look forward productive years ahead
1743,2,proud welcome distribution facility north mississippi region known logistics center united states said gray swoope executive director mda
1744,2,pleased working fujitsu ntt docomo advance progress lte said juergen walter head converged core nokia siemens networks
1745,2,memorandum understanding cooperation finnish global chemical company kemira vietnam national chemicals group vinachem signed occasion
1746,1,affecto helped skat set platform previously delivered business intelligence projects skat
1747,2,bringing right kind people upgrade human resources
1748,2,seminar memorandum understanding cooperation signed finnish kemira company vietnam national chemical corporation
1749,2,acquiring rcp combine strong knowhow expertise solid local company
1750,2,eurochem cfo andrey ilyin said facility marks important step eurochem securing longterm financing necessary potash strategic projects
1751,2,helsinki thomson financial kone said won orders saudi arabia united arab emirates qatar worth mln eur
1752,2,adp news finnish handling systems provider cargotec oyj hel cgcbv announced friday won orders worth eur million usd m deliver linkspans jordan morocco ireland
1753,2,merrill lynch analyst campbell morgan upgraded recommendation paperlinx neutral buy
1754,1,mr atul chopra chief operating officer president tecnotree elaborated eager continued success tecnomen bringing lifetree product mena tecnotree umbrella
1755,2,outotec oyj press release february outotec won large minerals processing technology orders mirabela mineracao brasil ltda brazil cumerio med jsco bulgaria
1756,2,outotec said won new orders worth mln eur quarter compared mln eur year earlier
1757,2,president ceo mika vehvilæinen says positive signs foremost emerging outside finland
1758,2,raute said won order worth mln eur supply plywood production lines mills operated russian wood products company sveza group
1759,2,satama earned data management solutions competency business intelligence specialization recentlyvia acquisition fimentor oy
1760,1,inception access stable management team remained disciplined focused proactive screening selection management european small midmarket buyout funds funds mandates
1761,2,sysopen digia plc press release february ibm finland rewarded distinguished partner companies
1762,2,brokerage said seen true turning point european steel base prices better pricing seen carrying second quarter
1763,2,concept enables commercially affordable way manufacture highquality tco coated glass solar industry
1764,1,goal secure company s profitability competitiveness
1765,2,new policy aimed making companies profitable competitive
1766,2,purpose action ensure company s cost effectiveness year near future
1767,2,location makes mall convenient place shop consumers large residential areas nearby jaroszowka wysockiego zgody
1768,2,tieto offers aktia good foundation required support services implementing update project says juha volotinen responsible aktia s web services
1769,2,glad long cooperation sodra continues comments stiggoran sandberg affecto s area manager baltic operations
1770,1,opportunity responsibility create new journalistic culture serve readers alma media s newspapers says hannu ollikainen head new helsinki desk
1771,2,lining stone sales good early autumn order books strong end year
1772,1,patronage refunds reward members use feebased services make positive contribution cencorp s operating results said walby cencorp ceo
1773,2,vessel order help aspo secure longterm competitiveness fleet terms technology pricing
1774,2,december finnishgerman telecoms equipment maker nokia siemens networks said today won contract upgrade radio network homebased telecommunications company elisa oyj hel eliv
1775,2,finnish kci konecranes awarded order hot metal ladle cranes indian steel producer bhushan steel strips delivered
1776,2,finnish raute precision won large glass batch plant mortar plant orders mexico
1777,2,vaahto pulp paper finnish vaahto group awarded order renovate finnishswedish forest industry company stora enso s paperboard machine ingerois board finland
1778,2,combining producers create strong eubased fertilizer industry capable meeting global competition added
1779,2,finnish solutions provider affecto oyj said today won frame contract valued eurm implement phase insurance application south african mutual federal insurance company limited mf
1780,2,helsinki afx kci konecranes said won order hot metal ladle cranes indian steel producer bhushan steel strips
1781,2,helsinki afx outokumpu said technology unit won mln eur contract bosniaherzegovina s aluminij dd mostar upgrade anode plant
1782,2,hk ruokatalo accounts poultry sales finland profitability good level
1783,2,bottomline result improved thanks positive financial items
1784,2,kesko agro lietuva agricultural machinery grain trader member kesko group boosted sales percent million euros vat inclusive
1785,2,lee man paper metso long prosperous cooperation good example changshu hongmei kraftliner machines delivered earlier
1786,2,london s leading shares today jumped points market opened
1787,2,metso said won order worth mln eur supply kraftliner board machine china s lee man paper
1788,2,mika stahlberg vp fsecure labs said excited proud fsecure recognized avcomparatives product year
1789,2,ministry water tanzania awarded poyry water sanitation engineering assignment rehabilitation extension water supply sanitation infrastructure bukoba musoma situated lake victoria northern tanzania
1790,2,policy aimed making companies profitable competitive
1791,2,year turnaround program expected ensure salomon s future competitiveness company said
1792,2,pleased fine cooperation countries recent times said
1793,2,finland s leading metals group outokumpu said fourthquarter net profit tripled strong global demand stainless steel soaring base metal prices proceeds sale technology unit
1794,1,neste oil corporation refining marketing company concentrating clean highquality traffic fuels
1795,1,aug gawker media delivered newstex love fishing video games felt just nt wackiness involved activision s nasdaq atvi rapala fish just catch eye familyfun hook
1796,1,company poser wants impress people latest handset
1797,2,delighted announce support intel based handheld platforms capabilities development easier faster
1798,2,according bosse present cooperation beneficial parties
1799,2,proud contribute creation worldclass airport facility kone s innovative people flow tm solutions
1800,0,finnish insurance company fennia kesko group ending loyal customer cooperation
1801,1,according posted world intellectual property organization present invention relates hydrocarbons particularly manufacture hydrocarbon components suitable aviation fuels jet fuels blending stocks aviation fuels
1802,1,s exactly happened recent weekday east haven baker brought remind residents easter tradition making wheat rice pies
1803,1,investment investment activity communication relates available relevant persons engaged relevant persons
1804,2,efore s presence opens new interesting development opportunities students dean faculty electronics communications automation tkk said
1805,1,fortum needs clear signal commitment government permit available company start round kuula says
1806,1,helps stakeholders better understanding operations challenges stainless steel business
1807,1,mr mika korpinen apac vice president comptel concludes comptel demonstrating importance providing reliable delivery enabling timetomarket
1808,1,music provided major international regional labels including universal music group sony music entertainment warner music emi music rotana mazzika melody music platinum records leading content aggregator orchard thousands independent labels
1809,1,nordea bank large share vast experience nordic credit card market
1810,1,receive spot alerts soon jobs posted putting queue opportunities
1811,2,colleagues summed e quite aptly remarked fantastic hardware
1812,1,strong brand visibility nationally regionally primary importance home sales vehicle consumer advertising
1813,2,swiss franc surged record euros reported sharpest gain manufacturing march
1814,1,technopolis said protocol signed technopark built site covering hectares neudorf special economic zone planned invest million euros project inclusive
1815,1,addon order contains control valves instrumentation complete engineering electrification metso drive controls
1816,2,cl designed measure cloud base height vertical visibility weather conditions makes ideal instrument meteorological applications rely reliable cloud height detection
1817,1,company s objective offer best people flow experience developing delivering solutions enable people smoothly safely comfortably waiting buildings increasingly urbanizing environment
1818,1,indexes include companies committed sustainable development
1819,1,paper industry s deinking sludge produced mills use recycled fiber printing ink removed recovered paper suitable raw material
1820,1,repurchase bonds executed open market accordance section f terms conditions convertible bonds
1821,1,tip week panfish like bluegills great fun catch especially children new fishing
1822,1,aldata help retailers ensure merchandising selections reflect customer demand evolving shopping behavior
1823,2,pleased bjorn wahlroos accepted nomination
1824,1,korean consumers techsavvy leading pack terms design gill hyunchang president motorola korea told dow jones newswires interview
1825,2,qpr integrated management fastest easiest efficient way organizations world control humancentric business processes
1826,2,delighted welcome elisa board directors said garry mcguire ceo rmg networks
1827,1,want serve kcitymarket customers offering interesting topical selections
1828,1,finnish food industry companies interested opportunities provided ukraine
1829,1,finnish newspaper publisher sanoma media group sanomawsoy merging free sheets uutislehti metro midseptember form new free sheet named metro
1830,1,finnish raute precision supplies weighing dosing systems plants changing lahti precision
1831,1,finnish suominen corporation makes wipes nonwovens flexible packaging plant near warsaw poland makes flexible packaging
1832,2,representative body swedish meats approved improved offer finnish hk ruokatalo acquire company
1833,1,according mark white locatrix communications ceo company s web services interface allows device owners friends family track locate twig users web browser
1834,1,active shipping essential finland
1835,2,renovation biggest moulding line orhangazi foundry modern line europe
1836,1,basic banking activities continued normal
1837,1,cents scout potential acquisition targets detailed insight companies financial operational performance
1838,1,chic cheerful finnish design house marimekko sending geometric textiles world past years
1839,1,community gardening popular activity especially raise vegetables
1840,1,companiesandmarketscom provides wide range research reports industry statistics competitive intelligence industrial sector
1841,2,finland s neste oil awarded chemical industry federation finland s innovation award nexbtl technology enables biodiesel produced vegetable oil animal fat
1842,2,finnish electronics manufacturer pkc group oyj omx helsinki pkcv said wednesday december completed acquisition man nutzfahrzeuge ag s cable harness business man star trucks buses spolka zoo poland
1843,1,forest certification voluntary aimed promoting sustainable forest management commercial forests
1844,1,france tlcom spent time studying teliasonera potential takeover targets shareholder wants sell pellissier said
1845,1,fsecure online backup automatically protects content stored computer smartphone making copy content online location
1846,1,said things different new finnish nuclear power stations operation large hydro powered stations northern europe good year
1847,2,higher bit rates outgoing traffic improves enduser experience mobile broadband services video conferencing file sharing sending emails attachments
